split_level,outer_fold,inner_fold,role,row_index,query_id,group_id,truth,label,intent
inner,0,1.0,train,165,q_00535,g0165,1,relevant,Medical
inner,0,1.0,train,167,q_00663,g0167,1,relevant,Medical
inner,0,1.0,train,169,q_00595,g0169,1,relevant,Medical
inner,0,1.0,train,170,q_01049,g0170,0,irrelevant,Spam
inner,0,1.0,train,171,q_01637,g0171,0,irrelevant,OSS
inner,0,1.0,train,172,q_01610,g0172,0,irrelevant,OSS
inner,0,1.0,train,177,q_01502,g0177,0,irrelevant,Acknowledgment
inner,0,1.0,train,178,q_00441,g0178,1,relevant,Medical
inner,0,1.0,train,180,q_01413,g0180,0,irrelevant,Acknowledgment
inner,0,1.0,train,181,q_00190,g0181,0,irrelevant,Acknowledgment
inner,0,1.0,train,182,q_01301,g0182,0,irrelevant,Acknowledgment
inner,0,1.0,train,185,q_00360,g0185,1,relevant,Medical
inner,0,1.0,train,188,q_00700,g0188,1,relevant,Medical
inner,0,1.0,train,189,q_01546,g0189,0,irrelevant,OSS
inner,0,1.0,train,190,q_00958,g0190,1,relevant,Medical
inner,0,1.0,train,191,q_00600,g0191,1,relevant,Medical
inner,0,1.0,train,195,q_01104,g0195,1,relevant,Other
inner,0,1.0,train,197,q_00319,g0197,1,relevant,Language change
inner,0,1.0,train,199,q_00784,g0199,1,relevant,Medical
inner,0,1.0,train,202,q_01365,g0202,0,irrelevant,Acknowledgment
inner,0,1.0,train,203,q_01027,g0203,1,relevant,Medical
inner,0,1.0,train,204,q_00962,g0204,1,relevant,Medical
inner,0,1.0,train,207,q_01703,g0207,1,relevant,Language change
inner,0,1.0,train,210,q_01052,g0210,1,relevant,Other
inner,0,1.0,train,211,q_01334,g0211,0,irrelevant,Acknowledgment
inner,0,1.0,train,212,q_00272,g0212,1,relevant,Language change
inner,0,1.0,train,216,q_01010,g0216,1,relevant,Date
inner,0,1.0,train,217,q_00264,g0217,1,relevant,Language change
inner,0,1.0,train,218,q_01714,g0218,1,relevant,Delivery confirmation
inner,0,1.0,train,222,q_01481,g0222,1,relevant,Feedback
inner,0,1.0,train,224,q_01030,g0224,1,relevant,Date
inner,0,1.0,train,226,q_00080,g0226,0,irrelevant,Greeting
inner,0,1.0,train,231,q_01435,g0231,1,relevant,Feedback
inner,0,1.0,train,232,q_00626,g0232,1,relevant,Medical
inner,0,1.0,train,234,q_01764,g0234,1,relevant,Delivery confirmation
inner,0,1.0,train,235,q_01441,g0235,0,irrelevant,Acknowledgment
inner,0,1.0,train,236,q_00036,g0236,0,irrelevant,Greeting
inner,0,1.0,train,237,q_00450,g0237,1,relevant,Medical
inner,0,1.0,train,239,q_01107,g0239,1,relevant,Other
inner,0,1.0,train,245,q_01400,g0245,0,irrelevant,Acknowledgment
inner,0,1.0,train,247,q_01133,g0247,0,irrelevant,Acknowledgment
inner,0,1.0,train,249,q_01499,g0249,1,relevant,Feedback
inner,0,1.0,train,251,q_00599,g0251,1,relevant,Medical
inner,0,1.0,train,252,q_00529,g0252,1,relevant,Medical
inner,0,1.0,train,253,q_00567,g0253,1,relevant,Medical
inner,0,1.0,train,255,q_00543,g0255,1,relevant,Medical
inner,0,1.0,train,257,q_01097,g0257,1,relevant,Other
inner,0,1.0,train,258,q_00388,g0258,1,relevant,Medical
inner,0,1.0,train,260,q_00087,g0260,0,irrelevant,Greeting
inner,0,1.0,train,267,q_01067,g0267,1,relevant,Other
inner,0,1.0,train,268,q_01290,g0268,0,irrelevant,Acknowledgment
inner,0,1.0,train,272,q_00634,g0272,1,relevant,Medical
inner,0,1.0,train,273,q_00572,g0273,1,relevant,Medical
inner,0,1.0,train,276,q_01486,g0276,1,relevant,Feedback
inner,0,1.0,train,277,q_01748,g0277,1,relevant,Delivery confirmation
inner,0,1.0,train,280,q_00452,g0280,1,relevant,Medical
inner,0,1.0,train,282,q_01662,g0282,0,irrelevant,OSS
inner,0,1.0,train,284,q_01350,g0284,1,relevant,Feedback
inner,0,1.0,train,285,q_01176,g0285,0,irrelevant,Acknowledgment
inner,0,1.0,train,286,q_01558,g0286,0,irrelevant,OSS
inner,0,1.0,train,287,q_01682,g0287,1,relevant,Language change
inner,0,1.0,train,290,q_00134,g0290,0,irrelevant,Acknowledgment
inner,0,1.0,train,295,q_00835,g0295,1,relevant,Medical
inner,0,1.0,train,296,q_01359,g0296,0,irrelevant,Acknowledgment
inner,0,1.0,train,297,q_01251,g0297,0,irrelevant,Acknowledgment
inner,0,1.0,train,300,q_00003,g0300,0,irrelevant,Greeting
inner,0,1.0,train,301,q_01238,g0301,0,irrelevant,Acknowledgment
inner,0,1.0,train,302,q_01602,g0302,1,relevant,Other
inner,0,1.0,train,303,q_00956,g0303,1,relevant,Medical
inner,0,1.0,train,304,q_01490,g0304,0,irrelevant,Acknowledgment
inner,0,1.0,train,305,q_00095,g0305,0,irrelevant,Acknowledgment
inner,0,1.0,train,309,q_00057,g0309,0,irrelevant,Greeting
inner,0,1.0,train,313,q_00449,g0313,1,relevant,Medical
inner,0,1.0,train,314,q_01458,g0314,0,irrelevant,Acknowledgment
inner,0,1.0,train,317,q_00789,g0317,1,relevant,Medical
inner,0,1.0,train,318,q_01694,g0318,1,relevant,Language change
inner,0,1.0,train,319,q_00052,g0319,0,irrelevant,Greeting
inner,0,1.0,train,321,q_00223,g0321,0,irrelevant,Spam
inner,0,1.0,train,322,q_00240,g0322,1,relevant,Language change
inner,0,1.0,train,323,q_00991,g0323,0,irrelevant,Automated message
inner,0,1.0,train,324,q_01462,g0324,1,relevant,Feedback
inner,0,1.0,train,325,q_00684,g0325,1,relevant,Medical
inner,0,1.0,train,327,q_00791,g0327,1,relevant,Medical
inner,0,1.0,train,328,q_00269,g0328,1,relevant,Language change
inner,0,1.0,train,332,q_00923,g0332,1,relevant,Medical
inner,0,1.0,train,333,q_01093,g0333,1,relevant,Other
inner,0,1.0,train,336,q_01721,g0336,1,relevant,Delivery confirmation
inner,0,1.0,train,337,q_01211,g0337,0,irrelevant,Acknowledgment
inner,0,1.0,train,338,q_01415,g0338,1,relevant,Feedback
inner,0,1.0,train,339,q_01799,g0339,1,relevant,Date
inner,0,1.0,train,340,q_01237,g0340,0,irrelevant,Acknowledgment
inner,0,1.0,train,342,q_00511,g0342,1,relevant,Medical
inner,0,1.0,train,343,q_00295,g0343,1,relevant,Language change
inner,0,1.0,train,346,q_00296,g0346,1,relevant,Language change
inner,0,1.0,train,350,q_00608,g0350,1,relevant,Medical
inner,0,1.0,train,351,q_00644,g0351,1,relevant,Medical
inner,0,1.0,train,352,q_00429,g0352,1,relevant,Medical
inner,0,1.0,train,353,q_00261,g0353,1,relevant,Language change
inner,0,1.0,train,355,q_00322,g0355,1,relevant,Language change
inner,0,1.0,train,356,q_00631,g0356,1,relevant,Medical
inner,0,1.0,train,357,q_00502,g0357,1,relevant,Medical
inner,0,1.0,train,361,q_00861,g0361,1,relevant,Medical
inner,0,1.0,train,362,q_00908,g0362,1,relevant,Medical
inner,0,1.0,train,363,q_00084,g0363,0,irrelevant,Greeting
inner,0,1.0,train,365,q_00287,g0365,1,relevant,Language change
inner,0,1.0,train,369,q_00200,g0369,0,irrelevant,Acknowledgment
inner,0,1.0,train,371,q_01014,g0371,1,relevant,Date
inner,0,1.0,train,372,q_01015,g0372,1,relevant,Date
inner,0,1.0,train,376,q_01215,g0376,0,irrelevant,Acknowledgment
inner,0,1.0,train,378,q_01794,g0378,1,relevant,Date
inner,0,1.0,train,381,q_00489,g0381,1,relevant,Medical
inner,0,1.0,train,385,q_01683,g0385,1,relevant,Language change
inner,0,1.0,train,387,q_01746,g0387,1,relevant,Delivery confirmation
inner,0,1.0,train,391,q_01181,g0391,0,irrelevant,Acknowledgment
inner,0,1.0,train,393,q_01367,g0393,0,irrelevant,Acknowledgment
inner,0,1.0,train,394,q_01287,g0394,1,relevant,Feedback
inner,0,1.0,train,395,q_01508,g0395,0,irrelevant,Acknowledgment
inner,0,1.0,train,396,q_00122,g0396,0,irrelevant,Acknowledgment
inner,0,1.0,train,397,q_01438,g0397,0,irrelevant,Acknowledgment
inner,0,1.0,train,402,q_00077,g0402,0,irrelevant,Greeting
inner,0,1.0,train,405,q_01691,g0405,1,relevant,Language change
inner,0,1.0,train,406,q_00741,g0406,1,relevant,Medical
inner,0,1.0,train,407,q_00695,g0407,1,relevant,Medical
inner,0,1.0,train,409,q_00224,g0409,0,irrelevant,Spam
inner,0,1.0,train,411,q_00373,g0411,1,relevant,Medical
inner,0,1.0,train,413,q_00253,g0413,1,relevant,Language change
inner,0,1.0,train,414,q_00794,g0414,1,relevant,Medical
inner,0,1.0,train,415,q_00662,g0415,1,relevant,Medical
inner,0,1.0,train,416,q_00699,g0416,1,relevant,Medical
inner,0,1.0,train,417,q_01020,g0417,1,relevant,Date
inner,0,1.0,train,420,q_00913,g0420,1,relevant,Medical
inner,0,1.0,train,422,q_01088,g0422,1,relevant,Medical
inner,0,1.0,train,423,q_01469,g0423,0,irrelevant,Acknowledgment
inner,0,1.0,train,425,q_01487,g0425,0,irrelevant,Acknowledgment
inner,0,1.0,train,426,q_00904,g0426,1,relevant,Medical
inner,0,1.0,train,429,q_01698,g0429,1,relevant,Language change
inner,0,1.0,train,430,q_00113,g0430,0,irrelevant,Greeting
inner,0,1.0,train,431,q_01347,g0431,0,irrelevant,Acknowledgment
inner,0,1.0,train,433,q_01183,g0433,0,irrelevant,Acknowledgment
inner,0,1.0,train,434,q_00798,g0434,1,relevant,Medical
inner,0,1.0,train,438,q_01201,g0438,0,irrelevant,Acknowledgment
inner,0,1.0,train,440,q_01411,g0440,1,relevant,Feedback
inner,0,1.0,train,442,q_00387,g0442,1,relevant,Medical
inner,0,1.0,train,444,q_00385,g0444,1,relevant,Medical
inner,0,1.0,train,445,q_00347,g0445,1,relevant,Medical
inner,0,1.0,train,447,q_00571,g0447,1,relevant,Medical
inner,0,1.0,train,448,q_01241,g0448,0,irrelevant,Acknowledgment
inner,0,1.0,train,455,q_00379,g0455,1,relevant,Medical
inner,0,1.0,train,457,q_00325,g0457,1,relevant,Language change
inner,0,1.0,train,458,q_00370,g0458,1,relevant,Medical
inner,0,1.0,train,460,q_01566,g0460,0,irrelevant,OSS
inner,0,1.0,train,461,q_01624,g0461,0,irrelevant,OSS
inner,0,1.0,train,462,q_00451,g0462,1,relevant,Medical
inner,0,1.0,train,464,q_00943,g0464,1,relevant,Medical
inner,0,1.0,train,466,q_00094,g0466,0,irrelevant,Greeting
inner,0,1.0,train,468,q_00171,g0468,0,irrelevant,Acknowledgment
inner,0,1.0,train,469,q_00509,g0469,1,relevant,Medical
inner,0,1.0,train,471,q_01774,g0471,1,relevant,Delivery confirmation
inner,0,1.0,train,472,q_00086,g0472,0,irrelevant,Greeting
inner,0,1.0,train,476,q_00906,g0476,1,relevant,Medical
inner,0,1.0,train,477,q_01582,g0477,0,irrelevant,OSS
inner,0,1.0,train,478,q_00356,g0478,1,relevant,Medical
inner,0,1.0,train,479,q_01722,g0479,1,relevant,Delivery confirmation
inner,0,1.0,train,485,q_00204,g0485,0,irrelevant,Acknowledgment
inner,0,1.0,train,489,q_00391,g0489,1,relevant,Medical
inner,0,1.0,train,490,q_01042,g0490,0,irrelevant,Spam
inner,0,1.0,train,491,q_00945,g0491,1,relevant,Medical
inner,0,1.0,train,492,q_01620,g0492,0,irrelevant,OSS
inner,0,1.0,train,493,q_00383,g0493,1,relevant,Medical
inner,0,1.0,train,494,q_00533,g0494,1,relevant,Medical
inner,0,1.0,train,496,q_00268,g0496,1,relevant,Language change
inner,0,1.0,train,497,q_00825,g0497,1,relevant,Medical
inner,0,1.0,train,500,q_01265,g0500,1,relevant,Feedback
inner,0,1.0,train,501,q_01146,g0501,1,relevant,Feedback
inner,0,1.0,train,502,q_01766,g0502,1,relevant,Delivery confirmation
inner,0,1.0,train,503,q_01491,g0503,0,irrelevant,Greeting
inner,0,1.0,train,505,q_00071,g0505,0,irrelevant,Greeting
inner,0,1.0,train,506,q_01106,g0506,0,irrelevant,OSS
inner,0,1.0,train,509,q_01318,g0509,0,irrelevant,Acknowledgment
inner,0,1.0,train,510,q_00591,g0510,1,relevant,Medical
inner,0,1.0,train,512,q_01560,g0512,0,irrelevant,OSS
inner,0,1.0,train,515,q_00966,g0515,0,irrelevant,Automated message
inner,0,1.0,train,516,q_00902,g0516,1,relevant,Medical
inner,0,1.0,train,518,q_01193,g0518,0,irrelevant,Acknowledgment
inner,0,1.0,train,519,q_01402,g0519,0,irrelevant,Acknowledgment
inner,0,1.0,train,520,q_00538,g0520,1,relevant,Medical
inner,0,1.0,train,523,q_00243,g0523,1,relevant,Language change
inner,0,1.0,train,524,q_01005,g0524,0,irrelevant,Automated message
inner,0,1.0,train,525,q_00701,g0525,1,relevant,Medical
inner,0,1.0,train,526,q_00995,g0526,0,irrelevant,Automated message
inner,0,1.0,train,530,q_01077,g0530,1,relevant,Other
inner,0,1.0,train,531,q_00792,g0531,1,relevant,Medical
inner,0,1.0,train,534,q_01202,g0534,0,irrelevant,Acknowledgment
inner,0,1.0,train,536,q_00743,g0536,1,relevant,Medical
inner,0,1.0,train,537,q_00857,g0537,1,relevant,Medical
inner,0,1.0,train,538,q_00007,g0538,1,relevant,Other
inner,0,1.0,train,539,q_01585,g0539,0,irrelevant,OSS
inner,0,1.0,train,541,q_01165,g0541,1,relevant,Feedback
inner,0,1.0,train,542,q_00257,g0542,1,relevant,Language change
inner,0,1.0,train,543,q_00702,g0543,1,relevant,Medical
inner,0,1.0,train,544,q_00996,g0544,0,irrelevant,Automated message
inner,0,1.0,train,545,q_00386,g0545,1,relevant,Medical
inner,0,1.0,train,546,q_01492,g0546,1,relevant,Feedback
inner,0,1.0,train,548,q_00274,g0548,1,relevant,Language change
inner,0,1.0,train,549,q_00251,g0549,1,relevant,Language change
inner,0,1.0,train,550,q_01509,g0550,1,relevant,Feedback
inner,0,1.0,train,551,q_00711,g0551,1,relevant,Medical
inner,0,1.0,train,552,q_00346,g0552,1,relevant,Medical
inner,0,1.0,train,555,q_01740,g0555,1,relevant,Delivery confirmation
inner,0,1.0,train,558,q_00968,g0558,0,irrelevant,Automated message
inner,0,1.0,train,560,q_00173,g0560,0,irrelevant,Acknowledgment
inner,0,1.0,train,561,q_00870,g0561,1,relevant,Medical
inner,0,1.0,train,562,q_00605,g0562,1,relevant,Medical
inner,0,1.0,train,564,q_01659,g0564,1,relevant,Other
inner,0,1.0,train,567,q_00363,g0567,1,relevant,Medical
inner,0,1.0,train,569,q_00409,g0569,1,relevant,Medical
inner,0,1.0,train,570,q_01123,g0570,0,irrelevant,Acknowledgment
inner,0,1.0,train,571,q_01744,g0571,1,relevant,Delivery confirmation
inner,0,1.0,train,572,q_00546,g0572,1,relevant,Medical
inner,0,1.0,train,573,q_00916,g0573,1,relevant,Medical
inner,0,1.0,train,575,q_00035,g0575,0,irrelevant,Greeting
inner,0,1.0,train,576,q_01451,g0576,0,irrelevant,Acknowledgment
inner,0,1.0,train,578,q_01696,g0578,1,relevant,Language change
inner,0,1.0,train,581,q_00211,g0581,0,irrelevant,Spam
inner,0,1.0,train,586,q_00526,g0585,1,relevant,Medical
inner,0,1.0,train,587,q_01055,g0586,1,relevant,Other
inner,0,1.0,train,588,q_00396,g0587,1,relevant,Medical
inner,0,1.0,train,589,q_01790,g0588,1,relevant,Delivery confirmation
inner,0,1.0,train,592,q_01043,g0591,0,irrelevant,Spam
inner,0,1.0,train,593,q_00078,g0592,0,irrelevant,Greeting
inner,0,1.0,train,594,q_00836,g0593,1,relevant,Medical
inner,0,1.0,train,595,q_01025,g0594,1,relevant,Date
inner,0,1.0,train,596,q_00779,g0595,1,relevant,Medical
inner,0,1.0,train,597,q_01616,g0596,0,irrelevant,OSS
inner,0,1.0,train,598,q_01618,g0597,0,irrelevant,OSS
inner,0,1.0,train,600,q_01739,g0599,1,relevant,Delivery confirmation
inner,0,1.0,train,601,q_00461,g0600,1,relevant,Medical
inner,0,1.0,train,602,q_00614,g0601,1,relevant,Medical
inner,0,1.0,train,605,q_00689,g0604,1,relevant,Medical
inner,0,1.0,train,606,q_00001,g0605,0,irrelevant,Greeting
inner,0,1.0,train,607,q_00594,g0606,1,relevant,Medical
inner,0,1.0,train,610,q_00909,g0609,1,relevant,Medical
inner,0,1.0,train,612,q_00318,g0611,1,relevant,Language change
inner,0,1.0,train,615,q_00963,g0614,1,relevant,Medical
inner,0,1.0,train,616,q_01666,g0615,1,relevant,Language change
inner,0,1.0,train,617,q_01644,g0616,0,irrelevant,OSS
inner,0,1.0,train,618,q_01065,g0617,1,relevant,Other
inner,0,1.0,train,620,q_00358,g0619,1,relevant,Medical
inner,0,1.0,train,623,q_00136,g0622,0,irrelevant,Acknowledgment
inner,0,1.0,train,627,q_00424,g0626,1,relevant,Medical
inner,0,1.0,train,628,q_00735,g0627,1,relevant,Medical
inner,0,1.0,train,629,q_01497,g0628,0,irrelevant,Acknowledgment
inner,0,1.0,train,632,q_00748,g0631,1,relevant,Medical
inner,0,1.0,train,636,q_00099,g0635,0,irrelevant,Acknowledgment
inner,0,1.0,train,637,q_00625,g0636,1,relevant,Medical
inner,0,1.0,train,641,q_01053,g0640,1,relevant,Medical
inner,0,1.0,train,643,q_00246,g0642,1,relevant,Language change
inner,0,1.0,train,644,q_00899,g0643,1,relevant,Medical
inner,0,1.0,train,647,q_00979,g0646,0,irrelevant,Automated message
inner,0,1.0,train,649,q_01269,g0648,1,relevant,Medical
inner,0,1.0,train,650,q_01687,g0649,1,relevant,Language change
inner,0,1.0,train,653,q_01372,g0652,0,irrelevant,Acknowledgment
inner,0,1.0,train,654,q_00079,g0653,0,irrelevant,Greeting
inner,0,1.0,train,655,q_01526,g0654,0,irrelevant,Acknowledgment
inner,0,1.0,train,656,q_01677,g0655,1,relevant,Language change
inner,0,1.0,train,660,q_01174,g0659,0,irrelevant,Acknowledgment
inner,0,1.0,train,663,q_00877,g0662,1,relevant,Medical
inner,0,1.0,train,668,q_00843,g0667,1,relevant,Medical
inner,0,1.0,train,669,q_01625,g0668,0,irrelevant,OSS
inner,0,1.0,train,670,q_00556,g0669,1,relevant,Medical
inner,0,1.0,train,672,q_01011,g0671,1,relevant,Date
inner,0,1.0,train,676,q_01330,g0675,0,irrelevant,Acknowledgment
inner,0,1.0,train,677,q_00767,g0676,1,relevant,Medical
inner,0,1.0,train,678,q_00837,g0677,1,relevant,Medical
inner,0,1.0,train,679,q_00984,g0678,0,irrelevant,Automated message
inner,0,1.0,train,682,q_00412,g0681,1,relevant,Medical
inner,0,1.0,train,684,q_00168,g0683,0,irrelevant,Acknowledgment
inner,0,1.0,train,688,q_01105,g0687,1,relevant,Medical
inner,0,1.0,train,689,q_00809,g0688,1,relevant,Medical
inner,0,1.0,train,690,q_00773,g0689,1,relevant,Other
inner,0,1.0,train,691,q_00824,g0690,1,relevant,Medical
inner,0,1.0,train,692,q_01759,g0691,1,relevant,Delivery confirmation
inner,0,1.0,train,693,q_01674,g0692,1,relevant,Language change
inner,0,1.0,train,694,q_01054,g0693,1,relevant,Other
inner,0,1.0,train,695,q_01197,g0694,0,irrelevant,Acknowledgment
inner,0,1.0,train,696,q_00864,g0695,1,relevant,Medical
inner,0,1.0,train,698,q_01206,g0697,0,irrelevant,Acknowledgment
inner,0,1.0,train,699,q_01305,g0698,0,irrelevant,Acknowledgment
inner,0,1.0,train,700,q_01803,g0699,1,relevant,Date
inner,0,1.0,train,702,q_00709,g0701,1,relevant,Medical
inner,0,1.0,train,703,q_00015,g0702,0,irrelevant,Greeting
inner,0,1.0,train,704,q_01074,g0703,1,relevant,Other
inner,0,1.0,train,705,q_01108,g0704,1,relevant,Medical
inner,0,1.0,train,708,q_00146,g0707,0,irrelevant,Acknowledgment
inner,0,1.0,train,710,q_01309,g0709,0,irrelevant,Acknowledgment
inner,0,1.0,train,711,q_01295,g0710,0,irrelevant,Acknowledgment
inner,0,1.0,train,712,q_00900,g0711,1,relevant,Medical
inner,0,1.0,train,713,q_00018,g0712,0,irrelevant,Greeting
inner,0,1.0,train,714,q_01465,g0713,0,irrelevant,Acknowledgment
inner,0,1.0,train,716,q_01671,g0715,1,relevant,Language change
inner,0,1.0,train,718,q_00270,g0717,1,relevant,Language change
inner,0,1.0,train,721,q_01396,g0720,0,irrelevant,Acknowledgment
inner,0,1.0,train,722,q_00100,g0721,0,irrelevant,Acknowledgment
inner,0,1.0,train,724,q_01232,g0723,0,irrelevant,Acknowledgment
inner,0,1.0,train,725,q_01153,g0724,0,irrelevant,Acknowledgment
inner,0,1.0,train,726,q_01775,g0725,1,relevant,Delivery confirmation
inner,0,1.0,train,728,q_01262,g0727,0,irrelevant,Acknowledgment
inner,0,1.0,train,729,q_01308,g0728,0,irrelevant,Acknowledgment
inner,0,1.0,train,731,q_00708,g0730,1,relevant,Medical
inner,0,1.0,train,732,q_00867,g0731,1,relevant,Medical
inner,0,1.0,train,736,q_01352,g0735,0,irrelevant,Acknowledgment
inner,0,1.0,train,737,q_01101,g0736,1,relevant,Other
inner,0,1.0,train,738,q_00392,g0737,1,relevant,Medical
inner,0,1.0,train,739,q_01429,g0738,0,irrelevant,Acknowledgment
inner,0,1.0,train,740,q_00120,g0739,1,relevant,Other
inner,0,1.0,train,742,q_00188,g0741,0,irrelevant,Acknowledgment
inner,0,1.0,train,744,q_00143,g0743,0,irrelevant,Acknowledgment
inner,0,1.0,train,747,q_00442,g0746,1,relevant,Medical
inner,0,1.0,train,752,q_00021,g0751,0,irrelevant,Greeting
inner,0,1.0,train,753,q_01200,g0752,0,irrelevant,Acknowledgment
inner,0,1.0,train,755,q_00559,g0754,1,relevant,Medical
inner,0,1.0,train,758,q_01356,g0757,1,relevant,Feedback
inner,0,1.0,train,760,q_00760,g0759,1,relevant,Medical
inner,0,1.0,train,762,q_01726,g0761,1,relevant,Delivery confirmation
inner,0,1.0,train,763,q_01189,g0762,0,irrelevant,Acknowledgment
inner,0,1.0,train,765,q_01208,g0764,0,irrelevant,Acknowledgment
inner,0,1.0,train,766,q_00468,g0765,1,relevant,Medical
inner,0,1.0,train,768,q_01150,g0767,0,irrelevant,Acknowledgment
inner,0,1.0,train,770,q_01184,g0769,0,irrelevant,Acknowledgment
inner,0,1.0,train,773,q_00696,g0772,1,relevant,Medical
inner,0,1.0,train,775,q_00362,g0774,1,relevant,Medical
inner,0,1.0,train,776,q_00497,g0775,1,relevant,Medical
inner,0,1.0,train,777,q_00109,g0776,0,irrelevant,Acknowledgment
inner,0,1.0,train,779,q_01152,g0778,0,irrelevant,Acknowledgment
inner,0,1.0,train,781,q_01094,g0780,1,relevant,Other
inner,0,1.0,train,783,q_00281,g0782,1,relevant,Language change
inner,0,1.0,train,784,q_01697,g0783,1,relevant,Language change
inner,0,1.0,train,787,q_01229,g0786,0,irrelevant,Acknowledgment
inner,0,1.0,train,788,q_01523,g0787,1,relevant,Feedback
inner,0,1.0,train,793,q_01736,g0792,1,relevant,Delivery confirmation
inner,0,1.0,train,796,q_00633,g0795,1,relevant,Medical
inner,0,1.0,train,799,q_00013,g0798,0,irrelevant,Greeting
inner,0,1.0,train,801,q_01480,g0800,0,irrelevant,Acknowledgment
inner,0,1.0,train,802,q_00795,g0801,1,relevant,Medical
inner,0,1.0,train,803,q_01314,g0802,0,irrelevant,Acknowledgment
inner,0,1.0,train,804,q_00039,g0803,0,irrelevant,Greeting
inner,0,1.0,train,807,q_00603,g0806,1,relevant,Medical
inner,0,1.0,train,808,q_01313,g0807,0,irrelevant,Acknowledgment
inner,0,1.0,train,809,q_00328,g0808,1,relevant,Medical
inner,0,1.0,train,810,q_00658,g0809,1,relevant,Medical
inner,0,1.0,train,811,q_00545,g0810,1,relevant,Medical
inner,0,1.0,train,816,q_00110,g0815,0,irrelevant,Acknowledgment
inner,0,1.0,train,820,q_01095,g0819,1,relevant,Other
inner,0,1.0,train,822,q_00517,g0821,1,relevant,Medical
inner,0,1.0,train,823,q_01477,g0822,1,relevant,Feedback
inner,0,1.0,train,824,q_01126,g0823,0,irrelevant,Acknowledgment
inner,0,1.0,train,830,q_01528,g0829,0,irrelevant,Acknowledgment
inner,0,1.0,train,831,q_00403,g0830,1,relevant,Medical
inner,0,1.0,train,833,q_00420,g0832,1,relevant,Medical
inner,0,1.0,train,834,q_01765,g0833,1,relevant,Delivery confirmation
inner,0,1.0,train,835,q_01391,g0834,0,irrelevant,Acknowledgment
inner,0,1.0,train,837,q_00641,g0836,1,relevant,Medical
inner,0,1.0,train,838,q_01529,g0837,1,relevant,Medical
inner,0,1.0,train,839,q_00598,g0838,1,relevant,Medical
inner,0,1.0,train,840,q_00692,g0839,1,relevant,Medical
inner,0,1.0,train,842,q_00584,g0841,1,relevant,Medical
inner,0,1.0,train,843,q_00056,g0842,0,irrelevant,Greeting
inner,0,1.0,train,844,q_00070,g0843,0,irrelevant,Greeting
inner,0,1.0,train,846,q_00500,g0845,1,relevant,Medical
inner,0,1.0,train,847,q_01586,g0846,0,irrelevant,OSS
inner,0,1.0,train,848,q_01679,g0847,1,relevant,Language change
inner,0,1.0,train,849,q_00126,g0848,0,irrelevant,Acknowledgment
inner,0,1.0,train,851,q_00859,g0850,1,relevant,Medical
inner,0,1.0,train,854,q_00031,g0853,0,irrelevant,Greeting
inner,0,1.0,train,855,q_01379,g0854,0,irrelevant,Acknowledgment
inner,0,1.0,train,856,q_01793,g0855,1,relevant,Date
inner,0,1.0,train,858,q_00158,g0857,0,irrelevant,Acknowledgment
inner,0,1.0,train,861,q_00715,g0860,1,relevant,Medical
inner,0,1.0,train,862,q_00970,g0861,0,irrelevant,Automated message
inner,0,1.0,train,864,q_00041,g0863,0,irrelevant,Greeting
inner,0,1.0,train,866,q_01051,g0865,1,relevant,Medical
inner,0,1.0,train,867,q_00679,g0866,1,relevant,Medical
inner,0,1.0,train,870,q_01243,g0869,0,irrelevant,Acknowledgment
inner,0,1.0,train,871,q_01289,g0870,0,irrelevant,Acknowledgment
inner,0,1.0,train,873,q_01484,g0872,1,relevant,Feedback
inner,0,1.0,train,874,q_00566,g0873,1,relevant,Medical
inner,0,1.0,train,875,q_00513,g0874,1,relevant,Medical
inner,0,1.0,train,876,q_00400,g0875,1,relevant,Medical
inner,0,1.0,train,878,q_00810,g0877,1,relevant,Medical
inner,0,1.0,train,879,q_00840,g0878,1,relevant,Medical
inner,0,1.0,train,880,q_01399,g0879,1,relevant,Delivery confirmation
inner,0,1.0,train,881,q_01741,g0880,1,relevant,Delivery confirmation
inner,0,1.0,train,883,q_01461,g0882,0,irrelevant,Acknowledgment
inner,0,1.0,train,884,q_00930,g0883,1,relevant,Medical
inner,0,1.0,train,885,q_00349,g0884,1,relevant,Medical
inner,0,1.0,train,887,q_00191,g0886,0,irrelevant,Acknowledgment
inner,0,1.0,train,889,q_00161,g0888,1,relevant,Other
inner,0,1.0,train,890,q_01519,g0889,1,relevant,Medical
inner,0,1.0,train,891,q_01597,g0890,0,irrelevant,OSS
inner,0,1.0,train,893,q_00425,g0892,1,relevant,Medical
inner,0,1.0,train,895,q_00137,g0894,0,irrelevant,Acknowledgment
inner,0,1.0,train,897,q_00002,g0896,0,irrelevant,Greeting
inner,0,1.0,train,899,q_01016,g0898,1,relevant,Date
inner,0,1.0,train,901,q_00130,g0900,0,irrelevant,Acknowledgment
inner,0,1.0,test,0,q_01749,g0000,1,relevant,Delivery confirmation
inner,0,1.0,test,5,q_00369,g0005,1,relevant,Medical
inner,0,1.0,test,7,q_00681,g0007,1,relevant,Medical
inner,0,1.0,test,9,q_00022,g0009,0,irrelevant,Greeting
inner,0,1.0,test,10,q_00982,g0010,0,irrelevant,Automated message
inner,0,1.0,test,11,q_01432,g0011,0,irrelevant,Acknowledgment
inner,0,1.0,test,16,q_00999,g0016,0,irrelevant,Automated message
