query_id,intent,label,space,nearest_distance,label_agreement_k15
q_01774,Delivery confirmation,relevant,A,0.14727163,0.6666666666666666
q_00086,Greeting,irrelevant,A,0.18206954,0.9333333333333333
q_00846,Medical,relevant,A,0.29356623,0.8666666666666667
q_01621,OSS,irrelevant,A,0.2465241,1.0
q_00145,Acknowledgment,irrelevant,A,0.05068314,0.8666666666666667
q_00906,Medical,relevant,A,0.120984614,0.8666666666666667
q_01582,OSS,irrelevant,A,0.37412477,0.2
q_00356,Medical,relevant,A,0.27029973,1.0
q_01722,Delivery confirmation,relevant,A,0.30181015,0.5333333333333333
q_01668,Other,relevant,A,0.093666375,0.4
q_00818,Medical,relevant,A,0.47311455,0.9333333333333333
q_00742,Medical,relevant,A,0.20128822,1.0
q_00805,Medical,relevant,A,0.49242485,0.9333333333333333
q_00266,Language change,relevant,A,0.0785414,1.0
q_00204,Acknowledgment,irrelevant,A,0.07767707,0.7333333333333333
q_00366,Medical,relevant,A,0.0384928,0.5333333333333333
q_01296,Acknowledgment,irrelevant,A,0.23191512,1.0
q_00247,Language change,relevant,A,0.114192605,0.6666666666666666
q_00391,Medical,relevant,A,0.3692299,0.8666666666666667
q_01042,Spam,irrelevant,A,0.3193698,0.6666666666666666
q_00945,Medical,relevant,A,0.11019665,0.7333333333333333
q_01620,OSS,irrelevant,A,0.4732895,0.4
q_00383,Medical,relevant,A,0.19545269,0.9333333333333333
q_00533,Medical,relevant,A,0.21522677,0.6666666666666666
q_01344,Acknowledgment,irrelevant,A,0.047029138,1.0
q_00268,Language change,relevant,A,0.02112341,1.0
q_00825,Medical,relevant,A,0.16322422,1.0
q_00291,Language change,relevant,A,0.23963654,0.9333333333333333
q_00814,Medical,relevant,A,0.42977846,1.0
q_01265,Feedback,relevant,A,0.32383227,0.4
q_01146,Feedback,relevant,A,0.18946326,0.8666666666666667
q_01766,Delivery confirmation,relevant,A,0.023919702,0.4666666666666667
q_01491,Greeting,irrelevant,A,0.2528926,1.0
q_00678,Medical,relevant,A,0.11521256,1.0
q_00071,Greeting,irrelevant,A,0.02548182,0.8
q_01106,OSS,irrelevant,A,0.4077747,0.13333333333333333
q_01117,Acknowledgment,irrelevant,A,0.17970109,0.9333333333333333
q_01619,OSS,irrelevant,A,0.1418997,0.2
q_01318,Acknowledgment,irrelevant,A,0.040700734,1.0
q_00591,Medical,relevant,A,0.11798096,0.6666666666666666
q_01188,Acknowledgment,irrelevant,A,0.040165782,1.0
q_01560,OSS,irrelevant,A,0.4210651,0.26666666666666666
q_01115,Feedback,relevant,A,0.05974996,0.4666666666666667
q_01437,Acknowledgment,irrelevant,A,0.22226697,1.0
q_00966,Automated message,irrelevant,A,0.30994493,1.0
q_00902,Medical,relevant,A,0.02344507,0.3333333333333333
q_00975,Automated message,irrelevant,A,0.330312,0.8666666666666667
q_01193,Acknowledgment,irrelevant,A,0.23731434,1.0
q_01402,Acknowledgment,irrelevant,A,0.42988598,0.9333333333333333
q_00538,Medical,relevant,A,0.3371439,0.9333333333333333
q_00639,Medical,relevant,A,0.5529276,0.6
q_00896,Medical,relevant,A,0.2928244,0.6
q_00243,Language change,relevant,A,0.076012254,1.0
q_01005,Automated message,irrelevant,A,0.547956,0.9333333333333333
q_00701,Medical,relevant,A,0.15661252,0.9333333333333333
q_00995,Automated message,irrelevant,A,0.29865474,0.9333333333333333
q_01656,Other,relevant,A,0.3154074,0.6666666666666666
q_00496,Medical,relevant,A,0.24421668,0.8
q_00672,Medical,relevant,A,0.22964287,1.0
q_01077,Other,relevant,A,0.26652658,0.5333333333333333
q_00792,Medical,relevant,A,0.548025,0.9333333333333333
q_00768,Medical,relevant,A,0.41260123,0.9333333333333333
q_01085,Medical,relevant,A,0.297471,0.8666666666666667
q_01202,Acknowledgment,irrelevant,A,0.14550275,1.0
q_01138,Acknowledgment,irrelevant,A,0.119977295,0.3333333333333333
q_00743,Medical,relevant,A,0.3560087,1.0
q_00857,Medical,relevant,A,0.1246469,0.8
q_00007,Other,relevant,A,0.16791993,0.6666666666666666
q_01585,OSS,irrelevant,A,0.23096001,0.3333333333333333
q_01539,Feedback,relevant,A,0.1906327,0.9333333333333333
q_01165,Feedback,relevant,A,0.22059768,1.0
q_00257,Language change,relevant,A,0.41814184,1.0
q_00702,Medical,relevant,A,0.14781189,0.8666666666666667
q_00996,Automated message,irrelevant,A,0.27897227,1.0
q_00386,Medical,relevant,A,0.3971231,0.8
q_01492,Feedback,relevant,A,0.4495998,1.0
q_00405,Medical,relevant,A,0.07149577,0.6666666666666666
q_00274,Language change,relevant,A,0.025595427,1.0
q_00251,Language change,relevant,A,0.036533594,1.0
q_01509,Feedback,relevant,A,0.024791598,0.4
q_00711,Medical,relevant,A,0.2709059,0.9333333333333333
q_00346,Medical,relevant,A,0.2820527,1.0
q_00879,Medical,relevant,A,0.14095378,1.0
q_01688,Language change,relevant,A,0.11795169,0.6666666666666666
q_01740,Delivery confirmation,relevant,A,0.117305994,1.0
q_01531,Acknowledgment,irrelevant,A,0.028627694,0.6666666666666666
q_01382,Acknowledgment,irrelevant,A,0.027115107,1.0
q_00968,Automated message,irrelevant,A,0.0012668371,0.9333333333333333
q_00431,Medical,relevant,A,0.20483541,0.8666666666666667
q_00173,Acknowledgment,irrelevant,A,0.010443151,0.6666666666666666
q_00870,Medical,relevant,A,0.1954925,0.9333333333333333
q_00605,Medical,relevant,A,0.20042944,1.0
q_00144,Other,relevant,A,0.35187632,0.4666666666666667
q_01659,Other,relevant,A,0.23096001,0.4666666666666667
q_00066,Greeting,irrelevant,A,0.33584845,0.6666666666666666
q_00527,Medical,relevant,A,0.18573499,0.9333333333333333
q_00363,Medical,relevant,A,0.20430827,0.9333333333333333
q_00131,Acknowledgment,irrelevant,A,0.22854412,0.9333333333333333
q_00409,Medical,relevant,A,0.18759406,0.9333333333333333
q_01123,Acknowledgment,irrelevant,A,0.032161117,1.0
q_01744,Delivery confirmation,relevant,A,0.3414055,0.8
q_00546,Medical,relevant,A,0.34502047,0.9333333333333333
q_00916,Medical,relevant,A,0.3451677,0.6666666666666666
q_00061,Greeting,irrelevant,A,0.016166687,0.9333333333333333
q_00035,Greeting,irrelevant,A,0.03567499,0.9333333333333333
q_01451,Acknowledgment,irrelevant,A,0.17111367,1.0
q_00042,Greeting,irrelevant,A,0.162364,0.8
q_01696,Language change,relevant,A,0.15877211,1.0
q_00607,Medical,relevant,A,0.19046795,0.8666666666666667
q_00176,Acknowledgment,irrelevant,A,0.11496717,0.5333333333333333
q_00211,Spam,irrelevant,A,0.540434,0.7333333333333333
q_01069,Other,relevant,A,0.32362616,0.5333333333333333
q_01348,Acknowledgment,irrelevant,A,0.018933594,0.8666666666666667
q_00132,Other,relevant,A,0.03625381,0.4
q_00761,Medical,relevant,A,0.47705662,0.8
q_00526,Medical,relevant,A,0.20071286,0.8
q_01055,Other,relevant,A,0.22209698,0.6
q_00396,Medical,relevant,A,0.4924149,0.9333333333333333
q_01790,Delivery confirmation,relevant,A,0.026252985,0.5333333333333333
q_00053,Greeting,irrelevant,A,0.20292485,0.8666666666666667
q_01383,Acknowledgment,irrelevant,A,0.08114314,0.8666666666666667
q_01043,Spam,irrelevant,A,0.5948908,0.26666666666666666
q_00078,Greeting,irrelevant,A,0.3004166,0.7333333333333333
q_00836,Medical,relevant,A,0.18759406,1.0
q_01025,Date,relevant,A,0.17872965,0.9333333333333333
q_00779,Medical,relevant,A,0.20601267,1.0
q_01616,OSS,irrelevant,A,0.33584845,0.6666666666666666
q_01618,OSS,irrelevant,A,0.34703672,0.4
q_01414,Delivery confirmation,relevant,A,0.2014898,0.4666666666666667
q_01739,Delivery confirmation,relevant,A,0.17786396,1.0
q_00461,Medical,relevant,A,0.31349766,1.0
q_00614,Medical,relevant,A,0.04096067,0.8
q_00762,Medical,relevant,A,0.47379625,1.0
q_00665,Medical,relevant,A,0.33503902,0.9333333333333333
q_00689,Medical,relevant,A,0.44784242,0.4
q_00001,Greeting,irrelevant,A,0.33994007,0.26666666666666666
q_00594,Medical,relevant,A,0.038736343,0.9333333333333333
q_00862,Medical,relevant,A,0.37089133,0.6666666666666666
q_01742,Delivery confirmation,relevant,A,0.20666826,1.0
q_00909,Medical,relevant,A,0.45878518,1.0
q_00181,Acknowledgment,irrelevant,A,0.26503575,0.9333333333333333
q_00318,Language change,relevant,A,0.04690683,0.9333333333333333
q_01770,Delivery confirmation,relevant,A,0.23913288,0.8
q_01545,OSS,irrelevant,A,0.1479286,0.13333333333333333
q_00963,Medical,relevant,A,0.10390037,1.0
q_01666,Language change,relevant,A,0.057207465,0.4
q_01644,OSS,irrelevant,A,0.14690888,0.6
q_01065,Other,relevant,A,0.11405635,0.3333333333333333
q_01600,OSS,irrelevant,A,0.42691386,0.7333333333333333
q_00358,Medical,relevant,A,0.3743254,1.0
q_01192,Acknowledgment,irrelevant,A,0.2039448,0.3333333333333333
q_01207,Feedback,relevant,A,0.49675143,0.26666666666666666
q_00136,Acknowledgment,irrelevant,A,0.046239853,0.8
q_01142,Acknowledgment,irrelevant,A,0.15360105,1.0
q_00516,Medical,relevant,A,0.3753503,0.6
q_00597,Medical,relevant,A,0.3064832,0.8666666666666667
q_00424,Medical,relevant,A,0.12794721,0.9333333333333333
q_00735,Medical,relevant,A,0.25656456,0.8666666666666667
q_01497,Acknowledgment,irrelevant,A,0.07781714,0.8
q_01169,Acknowledgment,irrelevant,A,0.20728755,0.9333333333333333
q_00617,Medical,relevant,A,0.1776408,0.8
q_00748,Medical,relevant,A,0.14103448,0.8
q_00248,Language change,relevant,A,0.05684185,1.0
q_01127,Acknowledgment,irrelevant,A,0.023509026,0.6
q_01023,Date,relevant,A,0.23014063,0.9333333333333333
q_00099,Acknowledgment,irrelevant,A,0.013348341,0.9333333333333333
q_00625,Medical,relevant,A,0.29162884,0.8666666666666667
q_01331,Acknowledgment,irrelevant,A,0.030047834,0.8
q_00939,Medical,relevant,A,0.23064321,0.7333333333333333
q_01443,Acknowledgment,irrelevant,A,0.36528623,0.7333333333333333
q_01053,Medical,relevant,A,0.11497939,0.4666666666666667
q_00402,OSS,irrelevant,A,0.35558033,0.7333333333333333
q_00246,Language change,relevant,A,0.051115394,0.8666666666666667
q_00899,Medical,relevant,A,0.3704775,0.7333333333333333
q_00772,Medical,relevant,A,0.3743254,1.0
q_01787,Delivery confirmation,relevant,A,0.1893766,0.6
q_00979,Automated message,irrelevant,A,0.0012668371,0.9333333333333333
q_00980,Automated message,irrelevant,A,0.33329433,0.9333333333333333
q_01269,Medical,relevant,A,0.33849424,1.0
q_01687,Language change,relevant,A,0.07641369,1.0
q_00038,Acknowledgment,irrelevant,A,0.15402639,1.0
q_00493,Medical,relevant,A,0.18542379,0.9333333333333333
q_01372,Acknowledgment,irrelevant,A,0.010939479,0.4
q_00079,Greeting,irrelevant,A,0.2786101,0.9333333333333333
q_01526,Acknowledgment,irrelevant,A,0.02344507,0.5333333333333333
q_01677,Language change,relevant,A,0.05684185,1.0
q_01046,Other,relevant,A,0.08698785,0.5333333333333333
q_00531,Medical,relevant,A,0.16705352,0.7333333333333333
q_00311,Language change,relevant,A,0.08766985,1.0
q_01174,Acknowledgment,irrelevant,A,0.26130557,0.9333333333333333
q_00486,Medical,relevant,A,0.21446007,1.0
q_00530,Medical,relevant,A,0.058695734,0.8
q_00877,Medical,relevant,A,0.28468895,0.9333333333333333
q_01734,Delivery confirmation,relevant,A,0.40503073,0.2
q_01599,OSS,irrelevant,A,0.0329448,0.6666666666666666
q_00827,Medical,relevant,A,0.32759452,1.0
q_01298,Acknowledgment,irrelevant,A,0.10980785,1.0
q_00843,Medical,relevant,A,0.31615072,0.9333333333333333
q_01625,OSS,irrelevant,A,0.052416444,0.6666666666666666
q_00556,Medical,relevant,A,0.19022441,0.9333333333333333
q_01425,Medical,relevant,A,0.33849424,1.0
q_01011,Date,relevant,A,0.1210593,1.0
q_01627,OSS,irrelevant,A,0.09268558,0.26666666666666666
q_00833,Medical,relevant,A,0.5218358,0.9333333333333333
q_00397,Medical,relevant,A,0.052093625,0.8
q_01330,Acknowledgment,irrelevant,A,0.09382635,1.0
q_00767,Medical,relevant,A,0.28268492,0.9333333333333333
q_00837,Medical,relevant,A,0.1597786,0.8
q_00984,Automated message,irrelevant,A,0.25975007,1.0
q_01389,Feedback,relevant,A,0.18875808,0.8666666666666667
q_00118,Acknowledgment,irrelevant,A,0.1137957,0.4666666666666667
q_00412,Medical,relevant,A,0.21283323,0.8
q_00563,Medical,relevant,A,0.49800354,0.8
q_00168,Acknowledgment,irrelevant,A,0.34419107,0.6
q_00808,Medical,relevant,A,0.46099538,1.0
q_00060,Greeting,irrelevant,A,0.13911092,0.6
q_00368,Medical,relevant,A,0.16934466,0.7333333333333333
q_01105,Medical,relevant,A,0.28775454,0.7333333333333333
q_00809,Medical,relevant,A,0.14103448,0.8666666666666667
q_00773,Other,relevant,A,0.38777155,1.0
q_00824,Medical,relevant,A,0.33217335,1.0
q_01759,Delivery confirmation,relevant,A,0.11040163,1.0
q_01674,Language change,relevant,A,0.1270467,0.8666666666666667
q_01054,Other,relevant,A,0.25307822,0.6
q_01197,Acknowledgment,irrelevant,A,0.04184079,1.0
q_00864,Medical,relevant,A,0.22357059,0.8666666666666667
q_01122,Acknowledgment,irrelevant,A,0.32291627,0.8666666666666667
q_01206,Acknowledgment,irrelevant,A,0.16524881,0.9333333333333333
q_01305,Acknowledgment,irrelevant,A,0.15993863,0.8666666666666667
q_01803,Date,relevant,A,0.17872965,0.8666666666666667
q_00919,Medical,relevant,A,0.1954925,0.8
q_00709,Medical,relevant,A,0.30608356,1.0
q_00015,Greeting,irrelevant,A,0.015662372,1.0
q_01074,Other,relevant,A,0.32585692,0.7333333333333333
q_01108,Medical,relevant,A,0.026252985,0.4666666666666667
q_01756,Delivery confirmation,relevant,A,0.3652104,1.0
q_01470,Acknowledgment,irrelevant,A,0.19166052,0.9333333333333333
q_00146,Acknowledgment,irrelevant,A,0.20286047,1.0
q_01583,OSS,irrelevant,A,0.26560444,0.8666666666666667
q_01309,Acknowledgment,irrelevant,A,0.3081305,0.4666666666666667
q_01295,Acknowledgment,irrelevant,A,0.053774178,0.8
q_00900,Medical,relevant,A,0.18803382,0.8
q_00018,Greeting,irrelevant,A,0.08696306,0.4666666666666667
q_01465,Acknowledgment,irrelevant,A,0.25092208,0.9333333333333333
q_01532,Acknowledgment,irrelevant,A,0.05555582,0.5333333333333333
q_01671,Language change,relevant,A,0.22056621,0.9333333333333333
q_01263,Acknowledgment,irrelevant,A,0.20029843,0.9333333333333333
q_00270,Language change,relevant,A,0.18057877,1.0
q_00886,Medical,relevant,A,0.23000485,0.9333333333333333
q_01199,Acknowledgment,irrelevant,A,0.20387852,1.0
q_01396,Acknowledgment,irrelevant,A,0.018692434,0.9333333333333333
q_00100,Acknowledgment,irrelevant,A,0.015894055,0.8
q_01409,Acknowledgment,irrelevant,A,0.018933594,0.8666666666666667
q_01232,Acknowledgment,irrelevant,A,0.33249348,0.26666666666666666
q_01153,Acknowledgment,irrelevant,A,0.115974545,0.4666666666666667
q_01775,Delivery confirmation,relevant,A,0.18117195,0.8666666666666667
q_01102,Other,relevant,A,0.0816502,0.6
q_01262,Acknowledgment,irrelevant,A,0.31492704,1.0
q_01308,Acknowledgment,irrelevant,A,0.035656095,0.8666666666666667
q_00337,Medical,relevant,A,0.37143517,0.6
q_00708,Medical,relevant,A,0.20248163,0.9333333333333333
q_00867,Medical,relevant,A,0.20666826,1.0
q_01080,Other,relevant,A,0.50705016,1.0
q_01324,Feedback,relevant,A,0.057705462,0.13333333333333333
q_00890,Medical,relevant,A,0.18910336,1.0
q_01352,Acknowledgment,irrelevant,A,0.029498577,1.0
q_01101,Other,relevant,A,0.07004315,0.5333333333333333
q_00392,Medical,relevant,A,0.33834326,0.9333333333333333
q_01429,Acknowledgment,irrelevant,A,0.25917315,0.8666666666666667
q_00120,Other,relevant,A,0.020950615,0.4
q_01167,Delivery confirmation,relevant,A,0.16643703,0.8
q_00188,Acknowledgment,irrelevant,A,0.14377964,0.6
q_01538,Feedback,relevant,A,0.2716406,0.7333333333333333
q_00143,Acknowledgment,irrelevant,A,0.06371832,0.6
q_01649,OSS,irrelevant,A,0.2343123,0.26666666666666666
q_00353,Medical,relevant,A,0.0384928,0.8
q_00442,Medical,relevant,A,0.12794721,0.8666666666666667
q_01604,OSS,irrelevant,A,0.60460746,0.4666666666666667
q_01132,Acknowledgment,irrelevant,A,0.019877672,1.0
q_00826,Medical,relevant,A,0.29590225,1.0
q_00800,Medical,relevant,A,0.29303074,0.9333333333333333
q_00021,Greeting,irrelevant,A,0.02912736,0.8666666666666667
q_01200,Acknowledgment,irrelevant,A,0.23764312,0.9333333333333333
q_00710,Medical,relevant,A,0.3670348,0.8666666666666667
q_00559,Medical,relevant,A,0.32075602,0.7333333333333333
q_00670,Medical,relevant,A,0.2072041,0.6666666666666666
q_01518,Acknowledgment,irrelevant,A,0.011239171,0.5333333333333333
q_01356,Feedback,relevant,A,0.11163092,0.7333333333333333
q_01440,Acknowledgment,irrelevant,A,0.35216212,0.8
q_00760,Medical,relevant,A,0.5164514,0.8666666666666667
q_01720,Delivery confirmation,relevant,A,0.26729608,1.0
q_01726,Delivery confirmation,relevant,A,0.1603955,0.8
q_01189,Acknowledgment,irrelevant,A,0.09501135,0.9333333333333333
q_00750,Medical,relevant,A,0.39348364,1.0
q_01208,Acknowledgment,irrelevant,A,0.15884155,0.9333333333333333
q_00468,Medical,relevant,A,0.16322422,1.0
q_00694,Medical,relevant,A,0.26302958,1.0
q_01150,Acknowledgment,irrelevant,A,0.112752855,0.3333333333333333
q_01433,Delivery confirmation,relevant,A,0.3900149,0.3333333333333333
q_01184,Acknowledgment,irrelevant,A,0.26840675,0.9333333333333333
q_00019,Greeting,irrelevant,A,0.12938541,0.9333333333333333
q_00447,Medical,relevant,A,0.1533289,0.9333333333333333
q_00696,Medical,relevant,A,0.22993231,1.0
q_01239,Acknowledgment,irrelevant,A,0.16585016,0.7333333333333333
q_00362,Medical,relevant,A,0.053169608,0.8666666666666667
q_00497,Medical,relevant,A,0.41365075,0.7333333333333333
q_00109,Acknowledgment,irrelevant,A,0.063703775,0.4
q_00292,Language change,relevant,A,0.19400728,0.9333333333333333
q_01152,Acknowledgment,irrelevant,A,0.08076346,0.8
q_01498,Acknowledgment,irrelevant,A,0.031669736,0.8
q_01094,Other,relevant,A,0.030740857,0.6666666666666666
q_00714,Medical,relevant,A,0.26529634,1.0
q_00281,Language change,relevant,A,0.18551344,1.0
q_01697,Language change,relevant,A,0.04690683,1.0
q_01678,Language change,relevant,A,0.18057877,1.0
q_01261,Acknowledgment,irrelevant,A,0.15360105,1.0
q_01229,Acknowledgment,irrelevant,A,0.053960383,1.0
q_01523,Feedback,relevant,A,0.11723453,0.6666666666666666
q_01002,Automated message,irrelevant,A,0.27477384,1.0
q_00186,Acknowledgment,irrelevant,A,0.041579247,0.9333333333333333
q_01760,Delivery confirmation,relevant,A,0.30667788,1.0
q_00390,Medical,relevant,A,0.1646468,0.4666666666666667
q_01736,Delivery confirmation,relevant,A,0.1893766,0.8
q_00230,Spam,irrelevant,A,0.43942118,0.4666666666666667
q_01504,Acknowledgment,irrelevant,A,0.018811464,0.9333333333333333
q_00633,Medical,relevant,A,0.4076352,0.7333333333333333
q_01063,Other,relevant,A,0.18268704,0.13333333333333333
q_00419,Medical,relevant,A,0.055503964,0.7333333333333333
q_00013,Greeting,irrelevant,A,0.02912736,0.8666666666666667
q_00730,Medical,relevant,A,0.6328546,0.9333333333333333
q_01480,Acknowledgment,irrelevant,A,0.16193163,1.0
q_00795,Medical,relevant,A,0.34712517,1.0
q_01314,Acknowledgment,irrelevant,A,0.2338289,0.2
q_00039,Greeting,irrelevant,A,0.039103746,0.8
q_00108,Other,relevant,A,0.063703775,0.4
q_01405,Acknowledgment,irrelevant,A,0.24185932,0.5333333333333333
q_00603,Medical,relevant,A,0.41089475,0.7333333333333333
q_01313,Acknowledgment,irrelevant,A,0.2039448,0.3333333333333333
q_00328,Medical,relevant,A,0.30044353,1.0
q_00658,Medical,relevant,A,0.41219676,0.9333333333333333
q_00545,Medical,relevant,A,0.3301726,1.0
q_00376,Medical,relevant,A,0.32663798,1.0
q_00635,Medical,relevant,A,0.34466815,1.0
q_00407,Medical,relevant,A,0.14095378,1.0
q_01066,Medical,relevant,A,0.19616616,0.7333333333333333
q_00110,Acknowledgment,irrelevant,A,0.040700734,1.0
q_00659,Medical,relevant,A,0.30608356,0.8
q_00811,Medical,relevant,A,0.47017384,1.0
q_01525,Acknowledgment,irrelevant,A,0.05416727,1.0
q_01095,Other,relevant,A,0.2646491,0.4666666666666667
q_01376,OSS,irrelevant,A,0.052793145,0.5333333333333333
q_00517,Medical,relevant,A,0.3306327,1.0
q_01477,Feedback,relevant,A,0.3156054,0.9333333333333333
q_01126,Acknowledgment,irrelevant,A,0.16479188,1.0
q_00049,Greeting,irrelevant,A,0.039103746,0.7333333333333333
q_01071,Other,relevant,A,0.29437053,0.4
q_01333,Acknowledgment,irrelevant,A,0.032505393,0.9333333333333333
q_01075,Medical,relevant,A,0.31783056,1.0
q_01704,Language change,relevant,A,0.100566685,0.8
q_01528,Acknowledgment,irrelevant,A,0.028627694,0.8
q_00403,Medical,relevant,A,0.41943204,0.9333333333333333
q_00507,Medical,relevant,A,0.20483541,1.0
q_00420,Medical,relevant,A,0.21529984,0.8666666666666667
q_01765,Delivery confirmation,relevant,A,0.36018687,0.6666666666666666
q_01391,Acknowledgment,irrelevant,A,0.057705462,0.7333333333333333
q_01700,Language change,relevant,A,0.048377693,1.0
q_00641,Medical,relevant,A,0.12945002,0.9333333333333333
q_01529,Medical,relevant,A,0.44147497,0.6666666666666666
q_00598,Medical,relevant,A,0.08472949,1.0
q_00692,Medical,relevant,A,0.29813707,0.7333333333333333
q_01218,Acknowledgment,irrelevant,A,0.1963104,1.0
q_00584,Medical,relevant,A,0.33232087,1.0
q_00056,Greeting,irrelevant,A,0.12359166,0.8
q_00070,Greeting,irrelevant,A,0.28793544,0.8666666666666667
q_00558,Medical,relevant,A,0.37686777,0.8
q_00500,Medical,relevant,A,0.11026466,0.6666666666666666
q_01586,OSS,irrelevant,A,0.2564512,0.4
q_01679,Language change,relevant,A,0.06712961,1.0
q_00126,Acknowledgment,irrelevant,A,0.117610216,0.4666666666666667
q_01209,Acknowledgment,irrelevant,A,0.14028692,0.9333333333333333
q_00859,Medical,relevant,A,0.3692299,1.0
q_01580,OSS,irrelevant,A,0.20773733,0.8
q_01473,Acknowledgment,irrelevant,A,0.27950418,0.4
q_00031,Greeting,irrelevant,A,0.086836934,1.0
q_01379,Acknowledgment,irrelevant,A,0.22328162,0.4
q_01793,Date,relevant,A,0.18497199,1.0
q_00301,Language change,relevant,A,0.17624378,1.0
q_00158,Acknowledgment,irrelevant,A,0.074609995,0.9333333333333333
q_00352,Medical,relevant,A,0.057087302,0.7333333333333333
q_00399,Medical,relevant,A,0.07541102,0.26666666666666666
q_00715,Medical,relevant,A,0.22777951,1.0
q_00970,Automated message,irrelevant,A,0.25975007,1.0
q_01217,Acknowledgment,irrelevant,A,0.1827141,1.0
q_00041,Greeting,irrelevant,A,0.19493186,0.8666666666666667
q_00375,Medical,relevant,A,0.4090644,1.0
q_01051,Medical,relevant,A,0.16078448,0.8666666666666667
q_00679,Medical,relevant,A,0.31117916,0.7333333333333333
q_00948,Medical,relevant,A,0.31932998,0.8666666666666667
q_01650,OSS,irrelevant,A,0.38824004,0.26666666666666666
q_01243,Acknowledgment,irrelevant,A,0.11341816,0.8666666666666667
q_01289,Acknowledgment,irrelevant,A,0.26975286,0.8666666666666667
q_00428,Medical,relevant,A,0.0789299,0.8
q_01484,Feedback,relevant,A,0.4682657,0.3333333333333333
q_00566,Medical,relevant,A,0.022235751,1.0
q_00513,Medical,relevant,A,0.43729347,0.9333333333333333
q_00400,Medical,relevant,A,0.2343595,0.8666666666666667
q_00043,Greeting,irrelevant,A,0.015662372,1.0
q_00810,Medical,relevant,A,0.19686413,1.0
q_00840,Medical,relevant,A,0.5515606,0.9333333333333333
q_01399,Delivery confirmation,relevant,A,0.24809206,1.0
q_01741,Delivery confirmation,relevant,A,0.17297363,0.4
q_01260,Acknowledgment,irrelevant,A,0.24082327,0.8666666666666667
q_01461,Acknowledgment,irrelevant,A,0.27486342,0.8666666666666667
q_00930,Medical,relevant,A,0.37686777,0.8666666666666667
q_00349,Medical,relevant,A,0.39180613,1.0
q_01024,Date,relevant,A,0.16906738,0.9333333333333333
q_00191,Acknowledgment,irrelevant,A,0.010443151,0.7333333333333333
q_00192,Acknowledgment,irrelevant,A,0.54246384,0.5333333333333333
q_00161,Other,relevant,A,0.03625381,0.5333333333333333
q_01519,Medical,relevant,A,0.12646067,0.6
q_01597,OSS,irrelevant,A,0.21866423,0.8666666666666667
q_01768,Delivery confirmation,relevant,A,0.13452727,0.7333333333333333
q_00425,Medical,relevant,A,0.11125803,0.9333333333333333
q_00309,Language change,relevant,A,0.25860798,1.0
q_00137,Acknowledgment,irrelevant,A,0.02947241,0.9333333333333333
q_01535,Acknowledgment,irrelevant,A,0.18833292,0.5333333333333333
q_00002,Greeting,irrelevant,A,0.018981695,0.9333333333333333
q_01353,Acknowledgment,irrelevant,A,0.27951467,0.8666666666666667
q_01016,Date,relevant,A,0.10130501,1.0
q_00320,Language change,relevant,A,0.039416373,0.9333333333333333
q_00130,Acknowledgment,irrelevant,A,0.13234949,0.9333333333333333
q_00051,Greeting,irrelevant,A,0.40519994,0.4
q_01749,Delivery confirmation,relevant,B,0.16174686,0.8
q_01282,Feedback,relevant,B,0.52815664,0.13333333333333333
q_01630,OSS,irrelevant,B,0.29112518,0.9333333333333333
q_00293,Language change,relevant,B,0.12812066,1.0
q_01349,Acknowledgment,irrelevant,B,0.087163866,1.0
q_00369,Medical,relevant,B,0.34506238,1.0
q_00214,Spam,irrelevant,B,0.42603636,0.5333333333333333
q_00681,Medical,relevant,B,0.14045274,1.0
q_00736,Medical,relevant,B,0.27236575,1.0
q_00022,Greeting,irrelevant,B,0.10817963,1.0
q_00982,Automated message,irrelevant,B,0.33007586,0.8
q_01432,Acknowledgment,irrelevant,B,0.031036258,1.0
q_00512,Medical,relevant,B,0.4235338,1.0
q_00682,Medical,relevant,B,0.36650872,0.8666666666666667
q_00974,Automated message,irrelevant,B,0.28367847,1.0
q_00228,Spam,irrelevant,B,0.4535498,0.4666666666666667
q_00999,Automated message,irrelevant,B,0.4320367,0.06666666666666667
q_01587,OSS,irrelevant,B,0.13510418,0.0
q_01292,Acknowledgment,irrelevant,B,0.28509772,1.0
q_00175,Acknowledgment,irrelevant,B,0.21004444,1.0
q_00519,Medical,relevant,B,0.2124027,1.0
q_00304,Language change,relevant,B,0.15857106,1.0
q_00273,Language change,relevant,B,0.07832861,1.0
q_00437,Medical,relevant,B,0.33176965,0.8666666666666667
q_01204,Acknowledgment,irrelevant,B,0.1999219,1.0
q_01234,Acknowledgment,irrelevant,B,0.21824658,0.8666666666666667
q_00215,Spam,irrelevant,B,0.43083405,0.4
q_01686,Language change,relevant,B,0.12217152,0.7333333333333333
q_00059,Other,relevant,B,0.42926836,0.4
q_01194,Feedback,relevant,B,0.2325077,1.0
q_00898,Medical,relevant,B,0.3680039,0.8666666666666667
q_01563,OSS,irrelevant,B,0.38479733,0.6
q_01472,Acknowledgment,irrelevant,B,0.12727624,0.4
q_00107,Acknowledgment,irrelevant,B,0.10003734,0.3333333333333333
q_00044,Greeting,irrelevant,B,0.25996745,0.4
q_01371,Acknowledgment,irrelevant,B,0.15302509,0.6666666666666666
q_01763,Delivery confirmation,relevant,B,0.41814518,0.6666666666666666
